child,parent
ICD10-CM:T59.3X2D,MBD027
ICD10-CM:T59.3X2S,MBD034
ICD10-CM:T59.3X2S,INJ075
ICD10-CM:T59.3X3A,EXT022
ICD10-CM:T59.3X3A,INJ023
ICD10-CM:T59.3X3A,EXT015
ICD10-CM:T59.3X3D,INJ060
ICD10-CM:T59.3X3S,INJ075
ICD10-CM:T59.3X4A,EXT023
ICD10-CM:T59.3X4A,INJ023
ICD10-CM:T59.3X4A,EXT015
ICD10-CM:T59.3X4D,INJ060
ICD10-CM:T59.3X4S,INJ075
ICD10-CM:T59.4X1A,INJ023
ICD10-CM:T59.4X1A,EXT015
ICD10-CM:T59.4X1A,EXT020
ICD10-CM:T59.4X1D,INJ060
ICD10-CM:T59.4X1S,INJ075
ICD10-CM:T59.4X2A,EXT021
ICD10-CM:T59.4X2A,INJ023
ICD10-CM:T59.4X2A,MBD012
ICD10-CM:T59.4X2A,EXT015
ICD10-CM:T59.4X2D,INJ060
ICD10-CM:T59.4X2D,MBD027
ICD10-CM:T59.4X2S,MBD034
ICD10-CM:T59.4X2S,INJ075
ICD10-CM:T59.4X3A,EXT015
ICD10-CM:T59.4X3A,EXT022
ICD10-CM:T59.4X3A,INJ023
ICD10-CM:T59.4X3D,INJ060
ICD10-CM:T59.4X3S,INJ075
ICD10-CM:T59.4X4A,EXT023
ICD10-CM:T59.4X4A,EXT015
ICD10-CM:T59.4X4A,INJ023
ICD10-CM:T59.4X4D,INJ060
ICD10-CM:T59.4X4S,INJ075
ICD10-CM:T59.5X1A,EXT015
ICD10-CM:T59.5X1A,INJ023
ICD10-CM:T59.5X1A,EXT020
ICD10-CM:T59.5X1D,INJ060
ICD10-CM:T59.5X1S,INJ075
ICD10-CM:T59.5X2A,EXT015
ICD10-CM:T59.5X2A,INJ023
ICD10-CM:T59.5X2A,MBD012
ICD10-CM:T59.5X2A,EXT021
ICD10-CM:T59.5X2D,INJ060
ICD10-CM:T59.5X2D,MBD027
ICD10-CM:T59.5X2S,INJ075
ICD10-CM:T59.5X2S,MBD034
ICD10-CM:T59.5X3A,INJ023
ICD10-CM:T59.5X3A,EXT015
ICD10-CM:T59.5X3A,EXT022
ICD10-CM:T59.5X3D,INJ060
ICD10-CM:T59.5X3S,INJ075
ICD10-CM:T59.5X4A,EXT023
ICD10-CM:T59.5X4A,INJ023
ICD10-CM:T59.5X4A,EXT015
ICD10-CM:T59.5X4D,INJ060
ICD10-CM:T59.5X4S,INJ075
ICD10-CM:T59.6X1A,EXT015
ICD10-CM:T59.6X1A,EXT020
ICD10-CM:T59.6X1A,INJ023
ICD10-CM:T59.6X1D,INJ060
ICD10-CM:T59.6X1S,INJ075
ICD10-CM:T59.6X2A,EXT021
ICD10-CM:T59.6X2A,MBD012
ICD10-CM:T59.6X2A,EXT015
ICD10-CM:T59.6X2A,INJ023
ICD10-CM:T59.6X2D,INJ060
ICD10-CM:T59.6X2D,MBD027
ICD10-CM:T59.6X2S,MBD034
ICD10-CM:T59.6X2S,INJ075
ICD10-CM:T59.6X3A,INJ023
ICD10-CM:T59.6X3A,EXT022
ICD10-CM:T59.6X3A,EXT015
ICD10-CM:T59.6X3D,INJ060
ICD10-CM:T59.6X3S,INJ075
ICD10-CM:T59.6X4A,INJ023
ICD10-CM:T59.6X4A,EXT023
ICD10-CM:T59.6X4A,EXT015
ICD10-CM:T59.6X4D,INJ060
ICD10-CM:T59.6X4S,INJ075
ICD10-CM:T59.7X1A,EXT015
ICD10-CM:T59.7X1A,EXT020
ICD10-CM:T59.7X1A,INJ023
ICD10-CM:T59.7X1D,INJ060
ICD10-CM:T59.7X1S,INJ075
ICD10-CM:T59.7X2A,EXT015
ICD10-CM:T59.7X2A,MBD012
ICD10-CM:T59.7X2A,INJ023
ICD10-CM:T59.7X2A,EXT021
ICD10-CM:T59.7X2D,INJ060
ICD10-CM:T59.7X2D,MBD027
ICD10-CM:T59.7X2S,MBD034
ICD10-CM:T59.7X2S,INJ075
ICD10-CM:T59.7X3A,EXT015
ICD10-CM:T59.7X3A,EXT022
ICD10-CM:T59.7X3A,INJ023
ICD10-CM:T59.7X3D,INJ060
ICD10-CM:T59.7X3S,INJ075
ICD10-CM:T59.7X4A,EXT015
ICD10-CM:T59.7X4A,EXT023
ICD10-CM:T59.7X4A,INJ023
ICD10-CM:T59.7X4D,INJ060
ICD10-CM:T59.7X4S,INJ075
ICD10-CM:T59.811A,EXT015
ICD10-CM:T59.811A,INJ023
ICD10-CM:T59.811A,EXT020
ICD10-CM:T59.811D,INJ060
ICD10-CM:T59.811S,INJ075
ICD10-CM:T59.812A,INJ023
ICD10-CM:T59.812A,MBD012
ICD10-CM:T59.812A,EXT015
ICD10-CM:T59.812A,EXT021
ICD10-CM:T59.812D,MBD027
ICD10-CM:T59.812D,INJ060
ICD10-CM:T59.812S,INJ075
ICD10-CM:T59.812S,MBD034
ICD10-CM:T59.813A,EXT022
ICD10-CM:T59.813A,INJ023
ICD10-CM:T59.813A,EXT015
ICD10-CM:T59.813D,INJ060
ICD10-CM:T59.813S,INJ075
ICD10-CM:T59.814A,EXT015
ICD10-CM:T59.814A,INJ023
ICD10-CM:T59.814A,EXT023
ICD10-CM:T59.814D,INJ060
ICD10-CM:T59.814S,INJ075
ICD10-CM:T59.891A,INJ023
ICD10-CM:T59.891A,EXT020
ICD10-CM:T59.891A,EXT015
ICD10-CM:T59.891D,INJ060
ICD10-CM:T59.891S,INJ075
ICD10-CM:T59.892A,EXT015
ICD10-CM:T59.892A,INJ023
ICD10-CM:T59.892A,MBD012
ICD10-CM:T59.892A,EXT021
ICD10-CM:T59.892D,INJ060
ICD10-CM:T59.892D,MBD027
ICD10-CM:T59.892S,INJ075
ICD10-CM:T59.892S,MBD034
ICD10-CM:T59.893A,EXT022
ICD10-CM:T59.893A,INJ023
ICD10-CM:T59.893A,EXT015
ICD10-CM:T59.893D,INJ060
ICD10-CM:T59.893S,INJ075
ICD10-CM:T59.894A,EXT015
ICD10-CM:T59.894A,INJ023
ICD10-CM:T59.894A,EXT023
ICD10-CM:T59.894D,INJ060
ICD10-CM:T59.894S,INJ075
ICD10-CM:T59.91XA,INJ023
ICD10-CM:T59.91XA,EXT020
ICD10-CM:T59.91XA,EXT015
ICD10-CM:T59.91XD,INJ060
ICD10-CM:T59.91XS,INJ075
ICD10-CM:T59.92XA,EXT015
ICD10-CM:T59.92XA,MBD012
ICD10-CM:T59.92XA,EXT021
ICD10-CM:T59.92XA,INJ023
ICD10-CM:T59.92XD,INJ060
ICD10-CM:T59.92XD,MBD027
ICD10-CM:T59.92XS,MBD034
ICD10-CM:T59.92XS,INJ075
ICD10-CM:T59.93XA,EXT022
ICD10-CM:T59.93XA,EXT015
ICD10-CM:T59.93XA,INJ023
ICD10-CM:T59.93XD,INJ060
ICD10-CM:T59.93XS,INJ075
ICD10-CM:T59.94XA,EXT023
ICD10-CM:T59.94XA,EXT015
ICD10-CM:T59.94XA,INJ023
ICD10-CM:T59.94XD,INJ060
ICD10-CM:T59.94XS,INJ075
ICD10-CM:T60.0X1A,INJ023
ICD10-CM:T60.0X1A,EXT015
ICD10-CM:T60.0X1A,EXT020
ICD10-CM:T60.0X1D,INJ060
ICD10-CM:T60.0X1S,INJ075
ICD10-CM:T60.0X2A,INJ023
ICD10-CM:T60.0X2A,EXT015
ICD10-CM:T60.0X2A,EXT021
ICD10-CM:T60.0X2A,MBD012
ICD10-CM:T60.0X2D,INJ060
ICD10-CM:T60.0X2D,MBD027
ICD10-CM:T60.0X2S,INJ075
ICD10-CM:T60.0X2S,MBD034
ICD10-CM:T60.0X3A,INJ023
ICD10-CM:T60.0X3A,EXT022
ICD10-CM:T60.0X3A,EXT015
ICD10-CM:T60.0X3D,INJ060
ICD10-CM:T60.0X3S,INJ075
ICD10-CM:T60.0X4A,EXT015
ICD10-CM:T60.0X4A,EXT023
ICD10-CM:T60.0X4A,INJ023
ICD10-CM:T60.0X4D,INJ060
ICD10-CM:T60.0X4S,INJ075
ICD10-CM:T60.1X1A,INJ023
ICD10-CM:T60.1X1A,EXT015
ICD10-CM:T60.1X1A,EXT020
ICD10-CM:T60.1X1D,INJ060
ICD10-CM:T60.1X1S,INJ075
ICD10-CM:T60.1X2A,EXT015
ICD10-CM:T60.1X2A,EXT021
ICD10-CM:T60.1X2A,MBD012
ICD10-CM:T60.1X2A,INJ023
ICD10-CM:T60.1X2D,INJ060
ICD10-CM:T60.1X2D,MBD027
ICD10-CM:T60.1X2S,INJ075
ICD10-CM:T60.1X2S,MBD034
ICD10-CM:T60.1X3A,INJ023
ICD10-CM:T60.1X3A,EXT022
ICD10-CM:T60.1X3A,EXT015
ICD10-CM:T60.1X3D,INJ060
ICD10-CM:T60.1X3S,INJ075
ICD10-CM:T60.1X4A,INJ023
ICD10-CM:T60.1X4A,EXT023
ICD10-CM:T60.1X4A,EXT015
ICD10-CM:T60.1X4D,INJ060
ICD10-CM:T60.1X4S,INJ075
ICD10-CM:T60.2X1A,INJ023
ICD10-CM:T60.2X1A,EXT020
ICD10-CM:T60.2X1A,EXT015
ICD10-CM:T60.2X1D,INJ060
ICD10-CM:T60.2X1S,INJ075
ICD10-CM:T60.2X2A,INJ023
ICD10-CM:T60.2X2A,EXT015
ICD10-CM:T60.2X2A,MBD012
ICD10-CM:T60.2X2A,EXT021
ICD10-CM:T60.2X2D,INJ060
ICD10-CM:T60.2X2D,MBD027
ICD10-CM:T60.2X2S,MBD034
ICD10-CM:T60.2X2S,INJ075
ICD10-CM:T60.2X3A,INJ023
ICD10-CM:T60.2X3A,EXT015
ICD10-CM:T60.2X3A,EXT022
ICD10-CM:T60.2X3D,INJ060
ICD10-CM:T60.2X3S,INJ075
ICD10-CM:T60.2X4A,EXT015
ICD10-CM:T60.2X4A,EXT023
ICD10-CM:T60.2X4A,INJ023
ICD10-CM:T60.2X4D,INJ060
ICD10-CM:T60.2X4S,INJ075
ICD10-CM:T60.3X1A,EXT015
ICD10-CM:T60.3X1A,EXT020
ICD10-CM:T60.3X1A,INJ023
ICD10-CM:T60.3X1D,INJ060
ICD10-CM:T60.3X1S,INJ075
ICD10-CM:T60.3X2A,MBD012
ICD10-CM:T60.3X2A,INJ023
ICD10-CM:T60.3X2A,EXT015
ICD10-CM:T60.3X2A,EXT021
ICD10-CM:T60.3X2D,INJ060
ICD10-CM:T60.3X2D,MBD027
ICD10-CM:T60.3X2S,INJ075
ICD10-CM:T60.3X2S,MBD034
ICD10-CM:T60.3X3A,INJ023
ICD10-CM:T60.3X3A,EXT015
ICD10-CM:T60.3X3A,EXT022
ICD10-CM:T60.3X3D,INJ060
ICD10-CM:T60.3X3S,INJ075
ICD10-CM:T60.3X4A,EXT023
ICD10-CM:T60.3X4A,EXT015
ICD10-CM:T60.3X4A,INJ023
ICD10-CM:T60.3X4D,INJ060
ICD10-CM:T60.3X4S,INJ075
ICD10-CM:T60.4X1A,EXT020
ICD10-CM:T60.4X1A,INJ023
ICD10-CM:T60.4X1A,EXT015
ICD10-CM:T60.4X1D,INJ060
ICD10-CM:T60.4X1S,INJ075
ICD10-CM:T60.4X2A,EXT021
ICD10-CM:T60.4X2A,INJ023
ICD10-CM:T60.4X2A,MBD012
ICD10-CM:T60.4X2A,EXT015
ICD10-CM:T60.4X2D,MBD027
ICD10-CM:T60.4X2D,INJ060
ICD10-CM:T60.4X2S,INJ075
ICD10-CM:T60.4X2S,MBD034
ICD10-CM:T60.4X3A,INJ023
ICD10-CM:T60.4X3A,EXT015
ICD10-CM:T60.4X3A,EXT022
ICD10-CM:T60.4X3D,INJ060
ICD10-CM:T60.4X3S,INJ075
ICD10-CM:T60.4X4A,EXT023
ICD10-CM:T60.4X4A,EXT015
ICD10-CM:T60.4X4A,INJ023
ICD10-CM:T60.4X4D,INJ060
ICD10-CM:T60.4X4S,INJ075
ICD10-CM:T60.8X1A,EXT020
ICD10-CM:T60.8X1A,EXT015
ICD10-CM:T60.8X1A,INJ023
ICD10-CM:T60.8X1D,INJ060
ICD10-CM:T60.8X1S,INJ075
ICD10-CM:T60.8X2A,INJ023
ICD10-CM:T60.8X2A,EXT021
ICD10-CM:T60.8X2A,EXT015
ICD10-CM:T60.8X2A,MBD012
ICD10-CM:T60.8X2D,MBD027
ICD10-CM:T60.8X2D,INJ060
ICD10-CM:T60.8X2S,INJ075
ICD10-CM:T60.8X2S,MBD034
ICD10-CM:T60.8X3A,INJ023
ICD10-CM:T60.8X3A,EXT015
ICD10-CM:T60.8X3A,EXT022
ICD10-CM:T60.8X3D,INJ060
ICD10-CM:T60.8X3S,INJ075
ICD10-CM:T60.8X4A,EXT015
ICD10-CM:T60.8X4A,INJ023
ICD10-CM:T60.8X4A,EXT023
ICD10-CM:T60.8X4D,INJ060
ICD10-CM:T60.8X4S,INJ075
ICD10-CM:T60.91XA,EXT015
ICD10-CM:T60.91XA,EXT020
ICD10-CM:T60.91XA,INJ023
ICD10-CM:T60.91XD,INJ060
ICD10-CM:T60.91XS,INJ075
ICD10-CM:T60.92XA,MBD012
ICD10-CM:T60.92XA,EXT015
ICD10-CM:T60.92XA,INJ023
ICD10-CM:T60.92XA,EXT021
ICD10-CM:T60.92XD,MBD027
ICD10-CM:T60.92XD,INJ060
ICD10-CM:T60.92XS,INJ075
ICD10-CM:T60.92XS,MBD034
ICD10-CM:T60.93XA,INJ023
ICD10-CM:T60.93XA,EXT015
ICD10-CM:T60.93XA,EXT022
ICD10-CM:T60.93XD,INJ060
ICD10-CM:T60.93XS,INJ075
ICD10-CM:T60.94XA,EXT023
ICD10-CM:T60.94XA,EXT015
ICD10-CM:T60.94XA,INJ023
ICD10-CM:T60.94XD,INJ060
ICD10-CM:T60.94XS,INJ075
ICD10-CM:T61.01XA,EXT020
ICD10-CM:T61.01XA,EXT015
ICD10-CM:T61.01XA,INJ023
ICD10-CM:T61.01XD,INJ060
ICD10-CM:T61.01XS,INJ075
ICD10-CM:T61.02XA,MBD012
ICD10-CM:T61.02XA,EXT015
ICD10-CM:T61.02XA,INJ023
ICD10-CM:T61.02XA,EXT021
ICD10-CM:T61.02XD,MBD027
ICD10-CM:T61.02XD,INJ060
ICD10-CM:T61.02XS,INJ075
ICD10-CM:T61.02XS,MBD034
ICD10-CM:T61.03XA,EXT015
ICD10-CM:T61.03XA,EXT022
ICD10-CM:T61.03XA,INJ023
ICD10-CM:T61.03XD,INJ060
ICD10-CM:T61.03XS,INJ075
ICD10-CM:T61.04XA,EXT015
ICD10-CM:T61.04XA,EXT023
ICD10-CM:T61.04XA,INJ023
ICD10-CM:T61.04XD,INJ060
ICD10-CM:T61.04XS,INJ075
ICD10-CM:T61.11XA,EXT015
ICD10-CM:T61.11XA,INJ023
ICD10-CM:T61.11XA,EXT020
ICD10-CM:T61.11XD,INJ060
ICD10-CM:T61.11XS,INJ075
ICD10-CM:T61.12XA,EXT021
ICD10-CM:T61.12XA,MBD012
ICD10-CM:T61.12XA,INJ023
ICD10-CM:T61.12XA,EXT015
ICD10-CM:T61.12XD,INJ060
ICD10-CM:T61.12XD,MBD027
ICD10-CM:T61.12XS,MBD034
ICD10-CM:T61.12XS,INJ075
ICD10-CM:T61.13XA,EXT022
ICD10-CM:T61.13XA,INJ023
ICD10-CM:T61.13XA,EXT015
ICD10-CM:T61.13XD,INJ060
ICD10-CM:T61.13XS,INJ075
ICD10-CM:T61.14XA,INJ023
ICD10-CM:T61.14XA,EXT023
ICD10-CM:T61.14XA,EXT015
ICD10-CM:T61.14XD,INJ060
ICD10-CM:T61.14XS,INJ075
ICD10-CM:T61.771A,EXT015
ICD10-CM:T61.771A,EXT020
ICD10-CM:T61.771A,INJ023
ICD10-CM:T61.771D,INJ060
ICD10-CM:T61.771S,INJ075
ICD10-CM:T61.772A,INJ023
ICD10-CM:T61.772A,EXT021
ICD10-CM:T61.772A,EXT015
ICD10-CM:T61.772A,MBD012
ICD10-CM:T61.772D,MBD027
ICD10-CM:T61.772D,INJ060
ICD10-CM:T61.772S,MBD034
ICD10-CM:T61.772S,INJ075
ICD10-CM:T61.773A,EXT015
ICD10-CM:T61.773A,EXT022
ICD10-CM:T61.773A,INJ023
ICD10-CM:T61.773D,INJ060
ICD10-CM:T61.773S,INJ075
ICD10-CM:T61.774A,INJ023
ICD10-CM:T61.774A,EXT023
ICD10-CM:T61.774A,EXT015
ICD10-CM:T61.774D,INJ060
ICD10-CM:T61.774S,INJ075
ICD10-CM:T61.781A,EXT015
ICD10-CM:T61.781A,INJ023
ICD10-CM:T61.781A,EXT020
ICD10-CM:T61.781D,INJ060
ICD10-CM:T61.781S,INJ075
ICD10-CM:T61.782A,EXT015
ICD10-CM:T61.782A,INJ023
ICD10-CM:T61.782A,EXT021
ICD10-CM:T61.782A,MBD012
ICD10-CM:T61.782D,INJ060
ICD10-CM:T61.782D,MBD027
ICD10-CM:T61.782S,INJ075
ICD10-CM:T61.782S,MBD034
ICD10-CM:T61.783A,EXT022
ICD10-CM:T61.783A,EXT015
ICD10-CM:T61.783A,INJ023
ICD10-CM:T61.783D,INJ060
ICD10-CM:T61.783S,INJ075
ICD10-CM:T61.784A,EXT015
ICD10-CM:T61.784A,EXT023
ICD10-CM:T61.784A,INJ023
ICD10-CM:T61.784D,INJ060
ICD10-CM:T61.784S,INJ075
ICD10-CM:T61.8X1A,EXT015
ICD10-CM:T61.8X1A,INJ023
ICD10-CM:T61.8X1A,EXT020
ICD10-CM:T61.8X1D,INJ060
ICD10-CM:T61.8X1S,INJ075
ICD10-CM:T61.8X2A,EXT015
ICD10-CM:T61.8X2A,MBD012
ICD10-CM:T61.8X2A,EXT021
ICD10-CM:T61.8X2A,INJ023
ICD10-CM:T61.8X2D,INJ060
ICD10-CM:T61.8X2D,MBD027
ICD10-CM:T61.8X2S,INJ075
ICD10-CM:T61.8X2S,MBD034
ICD10-CM:T61.8X3A,EXT022
ICD10-CM:T61.8X3A,INJ023
ICD10-CM:T61.8X3A,EXT015
ICD10-CM:T61.8X3D,INJ060
ICD10-CM:T61.8X3S,INJ075
ICD10-CM:T61.8X4A,INJ023
ICD10-CM:T61.8X4A,EXT023
ICD10-CM:T61.8X4A,EXT015
ICD10-CM:T61.8X4D,INJ060
ICD10-CM:T61.8X4S,INJ075
ICD10-CM:T61.91XA,INJ023
ICD10-CM:T61.91XA,EXT020
ICD10-CM:T61.91XA,EXT015
ICD10-CM:T61.91XD,INJ060
ICD10-CM:T61.91XS,INJ075
ICD10-CM:T61.92XA,INJ023
ICD10-CM:T61.92XA,EXT015
ICD10-CM:T61.92XA,EXT021
ICD10-CM:T61.92XA,MBD012
ICD10-CM:T61.92XD,MBD027
ICD10-CM:T61.92XD,INJ060
ICD10-CM:T61.92XS,INJ075
ICD10-CM:T61.92XS,MBD034
ICD10-CM:T61.93XA,INJ023
ICD10-CM:T61.93XA,EXT022
ICD10-CM:T61.93XA,EXT015
ICD10-CM:T61.93XD,INJ060
ICD10-CM:T61.93XS,INJ075
ICD10-CM:T61.94XA,EXT023
ICD10-CM:T61.94XA,EXT015
ICD10-CM:T61.94XA,INJ023
ICD10-CM:T61.94XD,INJ060
ICD10-CM:T61.94XS,INJ075
ICD10-CM:T62.0X1A,EXT020
ICD10-CM:T62.0X1A,INJ023
ICD10-CM:T62.0X1A,EXT015
ICD10-CM:T62.0X1D,INJ060
ICD10-CM:T62.0X1S,INJ075
ICD10-CM:T62.0X2A,INJ023
ICD10-CM:T62.0X2A,MBD012
ICD10-CM:T62.0X2A,EXT015
ICD10-CM:T62.0X2A,EXT021
ICD10-CM:T62.0X2D,MBD027
ICD10-CM:T62.0X2D,INJ060
ICD10-CM:T62.0X2S,INJ075
ICD10-CM:T62.0X2S,MBD034
ICD10-CM:T62.0X3A,EXT022
ICD10-CM:T62.0X3A,INJ023
ICD10-CM:T62.0X3A,EXT015
ICD10-CM:T62.0X3D,INJ060
ICD10-CM:T62.0X3S,INJ075
ICD10-CM:T62.0X4A,INJ023
ICD10-CM:T62.0X4A,EXT015
ICD10-CM:T62.0X4A,EXT023
ICD10-CM:T62.0X4D,INJ060
ICD10-CM:T62.0X4S,INJ075
ICD10-CM:T62.1X1A,EXT020
ICD10-CM:T62.1X1A,EXT015
ICD10-CM:T62.1X1A,INJ023
ICD10-CM:T62.1X1D,INJ060
ICD10-CM:T62.1X1S,INJ075
ICD10-CM:T62.1X2A,MBD012
ICD10-CM:T62.1X2A,EXT021
ICD10-CM:T62.1X2A,EXT015
ICD10-CM:T62.1X2A,INJ023
ICD10-CM:T62.1X2D,INJ060
ICD10-CM:T62.1X2D,MBD027
ICD10-CM:T62.1X2S,INJ075
ICD10-CM:T62.1X2S,MBD034
ICD10-CM:T62.1X3A,EXT022
ICD10-CM:T62.1X3A,EXT015
ICD10-CM:T62.1X3A,INJ023
ICD10-CM:T62.1X3D,INJ060
ICD10-CM:T62.1X3S,INJ075
ICD10-CM:T62.1X4A,EXT023
ICD10-CM:T62.1X4A,INJ023
ICD10-CM:T62.1X4A,EXT015
ICD10-CM:T62.1X4D,INJ060
ICD10-CM:T62.1X4S,INJ075
ICD10-CM:T62.2X1A,INJ023
ICD10-CM:T62.2X1A,EXT015
ICD10-CM:T62.2X1A,EXT020
ICD10-CM:T62.2X1D,INJ060
ICD10-CM:T62.2X1S,INJ075
ICD10-CM:T62.2X2A,EXT015
ICD10-CM:T62.2X2A,EXT021
ICD10-CM:T62.2X2A,INJ023
ICD10-CM:T62.2X2A,MBD012
ICD10-CM:T62.2X2D,INJ060
ICD10-CM:T62.2X2D,MBD027
ICD10-CM:T62.2X2S,INJ075
ICD10-CM:T62.2X2S,MBD034
ICD10-CM:T62.2X3A,INJ023
ICD10-CM:T62.2X3A,EXT022
ICD10-CM:T62.2X3A,EXT015
ICD10-CM:T62.2X3D,INJ060
ICD10-CM:T62.2X3S,INJ075
ICD10-CM:T62.2X4A,INJ023
ICD10-CM:T62.2X4A,EXT015
ICD10-CM:T62.2X4A,EXT023
ICD10-CM:T62.2X4D,INJ060
ICD10-CM:T62.2X4S,INJ075
ICD10-CM:T62.8X1A,INJ023
ICD10-CM:T62.8X1A,EXT020
ICD10-CM:T62.8X1A,EXT015
ICD10-CM:T62.8X1D,INJ060
ICD10-CM:T62.8X1S,INJ075
ICD10-CM:T62.8X2A,EXT015
ICD10-CM:T62.8X2A,INJ023
ICD10-CM:T62.8X2A,EXT021
ICD10-CM:T62.8X2A,MBD012
ICD10-CM:T62.8X2D,INJ060
ICD10-CM:T62.8X2D,MBD027
ICD10-CM:T62.8X2S,MBD034
ICD10-CM:T62.8X2S,INJ075
ICD10-CM:T62.8X3A,EXT015
ICD10-CM:T62.8X3A,INJ023
ICD10-CM:T62.8X3A,EXT022
ICD10-CM:T62.8X3D,INJ060
ICD10-CM:T62.8X3S,INJ075
ICD10-CM:T62.8X4A,INJ023
ICD10-CM:T62.8X4A,EXT015
ICD10-CM:T62.8X4A,EXT023
ICD10-CM:T62.8X4D,INJ060
ICD10-CM:T62.8X4S,INJ075
ICD10-CM:T62.91XA,EXT020
ICD10-CM:T62.91XA,EXT015
ICD10-CM:T62.91XA,INJ023
ICD10-CM:T62.91XD,INJ060
ICD10-CM:T62.91XS,INJ075
ICD10-CM:T62.92XA,MBD012
ICD10-CM:T62.92XA,INJ023
ICD10-CM:T62.92XA,EXT015
ICD10-CM:T62.92XA,EXT021
ICD10-CM:T62.92XD,INJ060
ICD10-CM:T62.92XD,MBD027
ICD10-CM:T62.92XS,MBD034
ICD10-CM:T62.92XS,INJ075
ICD10-CM:T62.93XA,INJ023
ICD10-CM:T62.93XA,EXT022
ICD10-CM:T62.93XA,EXT015
ICD10-CM:T62.93XD,INJ060
ICD10-CM:T62.93XS,INJ075
ICD10-CM:T62.94XA,EXT015
ICD10-CM:T62.94XA,INJ023
ICD10-CM:T62.94XA,EXT023
ICD10-CM:T62.94XD,INJ060
ICD10-CM:T62.94XS,INJ075
ICD10-CM:T63.001A,INJ023
ICD10-CM:T63.001D,INJ060
ICD10-CM:T63.001S,INJ075
ICD10-CM:T63.002A,MBD012
ICD10-CM:T63.002A,INJ023
ICD10-CM:T63.002A,EXT012
ICD10-CM:T63.002A,EXT021
ICD10-CM:T63.002D,INJ060
ICD10-CM:T63.002D,MBD027
ICD10-CM:T63.002S,INJ075
ICD10-CM:T63.002S,MBD034
ICD10-CM:T63.003A,EXT012
ICD10-CM:T63.003A,INJ023
ICD10-CM:T63.003A,EXT022
ICD10-CM:T63.003D,INJ060
ICD10-CM:T63.003S,INJ075
ICD10-CM:T63.004A,INJ023
ICD10-CM:T63.004A,EXT023
ICD10-CM:T63.004A,EXT012
ICD10-CM:T63.004D,INJ060
ICD10-CM:T63.004S,INJ075
ICD10-CM:T63.011A,INJ023
ICD10-CM:T63.011D,INJ060
ICD10-CM:T63.011S,INJ075
ICD10-CM:T63.012A,EXT021
ICD10-CM:T63.012A,EXT012
ICD10-CM:T63.012A,MBD012
ICD10-CM:T63.012A,INJ023
ICD10-CM:T63.012D,MBD027
ICD10-CM:T63.012D,INJ060
ICD10-CM:T63.012S,MBD034
ICD10-CM:T63.012S,INJ075
ICD10-CM:T63.013A,EXT012
ICD10-CM:T63.013A,EXT022
ICD10-CM:T63.013A,INJ023
ICD10-CM:T63.013D,INJ060
ICD10-CM:T63.013S,INJ075
ICD10-CM:T63.014A,EXT023
ICD10-CM:T63.014A,EXT012
ICD10-CM:T63.014A,INJ023
ICD10-CM:T63.014D,INJ060
ICD10-CM:T63.014S,INJ075
ICD10-CM:T63.021A,INJ023
ICD10-CM:T63.021D,INJ060
ICD10-CM:T63.021S,INJ075
ICD10-CM:T63.022A,EXT021
ICD10-CM:T63.022A,MBD012
ICD10-CM:T63.022A,EXT012
ICD10-CM:T63.022A,INJ023
ICD10-CM:T63.022D,INJ060
ICD10-CM:T63.022D,MBD027
ICD10-CM:T63.022S,MBD034
ICD10-CM:T63.022S,INJ075
ICD10-CM:T63.023A,INJ023
ICD10-CM:T63.023A,EXT022
ICD10-CM:T63.023A,EXT012
ICD10-CM:T63.023D,INJ060
ICD10-CM:T63.023S,INJ075
ICD10-CM:T63.024A,EXT023
ICD10-CM:T63.024A,INJ023
ICD10-CM:T63.024A,EXT012
ICD10-CM:T63.024D,INJ060
ICD10-CM:T63.024S,INJ075
ICD10-CM:T63.031A,INJ023
ICD10-CM:T63.031D,INJ060
ICD10-CM:T63.031S,INJ075
ICD10-CM:T63.032A,INJ023
ICD10-CM:T63.032A,MBD012
ICD10-CM:T63.032A,EXT012
ICD10-CM:T63.032A,EXT021
ICD10-CM:T63.032D,INJ060
ICD10-CM:T63.032D,MBD027
ICD10-CM:T63.032S,INJ075
ICD10-CM:T63.032S,MBD034
ICD10-CM:T63.033A,EXT022
ICD10-CM:T63.033A,INJ023
ICD10-CM:T63.033A,EXT012
ICD10-CM:T63.033D,INJ060
ICD10-CM:T63.033S,INJ075
ICD10-CM:T63.034A,EXT023
ICD10-CM:T63.034A,EXT012
ICD10-CM:T63.034A,INJ023
ICD10-CM:T63.034D,INJ060
ICD10-CM:T63.034S,INJ075
ICD10-CM:T63.041A,INJ023
ICD10-CM:T63.041D,INJ060
ICD10-CM:T63.041S,INJ075
ICD10-CM:T63.042A,MBD012
ICD10-CM:T63.042A,EXT012
ICD10-CM:T63.042A,INJ023
ICD10-CM:T63.042A,EXT021
ICD10-CM:T63.042D,INJ060
ICD10-CM:T63.042D,MBD027
ICD10-CM:T63.042S,INJ075
ICD10-CM:T63.042S,MBD034
ICD10-CM:T63.043A,EXT012
ICD10-CM:T63.043A,EXT022
ICD10-CM:T63.043A,INJ023
ICD10-CM:T63.043D,INJ060
ICD10-CM:T63.043S,INJ075
ICD10-CM:T63.044A,INJ023
ICD10-CM:T63.044A,EXT023
ICD10-CM:T63.044A,EXT012
